Species,Common_name
Cyrtodactylus wakeorum,
Cyrtodactylus wallacei,
Cyrtodactylus wangkulangkulae,"Thai: Took-kai Sansareeya
E: Wangkulangkul’s bent-toed gecko
F: Cyrtodactyle de Wangkulangkul"
Cyrtodactylus wayakonei,
Cyrtodactylus welpyanensis,Wel pyan cave bent-toed gecko
Cyrtodactylus wetariensis,Wetar Bow-fingered Gecko
Cyrtodactylus yakhuna,Northern Sri Lanka Gecko
Cyrtodactylus yangbayensis,"E: Yangbay Bent-toed Gecko
Vietnamese: Than lan chan ngon yang bay."
Cyrtodactylus yathepyanensis,Yathe Pyan cave bent-toed gecko
Cyrtodactylus yoshii,Yoshi's Bow-fingered Gecko
Cyrtodactylus zhaoermii,
Cyrtodactylus ziegleri,
Cyrtodactylus zugi,
Cyrtopodion agamuroides,"Makran Spider Gecko, Nikolsky's Iranian Gecko"
Cyrtopodion aravallensis,Delhi rock gecko
Cyrtopodion baigii,
Cyrtopodion belaense,
Cyrtopodion brevipes,
Cyrtopodion fortmunroi,E: Fort Munro Sandstone Gecko
Cyrtopodion gastrophole,"Farsian spider gecko, Werner's Spider Gecko"
Cyrtopodion golubevi,
Cyrtopodion hormozganum,
Cyrtopodion indusoani,Soan Gecko
Cyrtopodion kachhense,"Kachh (Spotted Ground) Gecko, Warty Rock Gecko
ingoldbyiL Western Ground Gecko"
Cyrtopodion kiabii,Kiabii’s angular-toed gecko
Cyrtopodion kirmanense,"Kirman Thin-toed gecko, Kerman bent-toed gecko"
Cyrtopodion kohsulaimanai,Sulaiman Range gecko
Cyrtopodion mansarulus,Jammu bent-toed Gecko
Cyrtopodion medogense,
Cyrtopodion montiumsalsorum,Salt Range (thin-toed) Gecko
Cyrtopodion persepolense,Persepolis angular-toed gecko
Cyrtopodion potoharense,Potahar Gecko
Cyrtopodion rhodocauda,Rosy-tailed Sandstone gecko
Cyrtopodion rohtasfortai,Rohtas gecko
Cyrtopodion scabrum,"Rough bent-toed gecko, Rough-tailed Bowfoot Gecko, Common Tuberculate Ground gecko"
Cyrtopodion sistanense,Sistan angular-toed gecko
Cyrtopodion watsoni,"Pakistani thin-toed gecko, Watson's Gecko, Northern Spotted Ground Gecko"
Daboia mauritanica,"E: Moorish Viper
G: Atlasotter
G: Saharaotter [deserti]"
Daboia palaestinae,"E: Palestine Viper
G: Palästinaviper"
Daboia russelii,"E: Russel’s Viper
G: Kettenviper"
Daboia siamensis,"E: Eastern Russel’s Viper
G: Östliche Kettenviper"
Dactylocnemis pacificus,Pacific Gecko
Dalmatolacerta oxycephala,"E: Sharp-snouted Rock Lizard
G: Dalmatinische Spitzkopfeidechse"
Dalophia angolensis,
Dalophia ellenbergeri,
Dalophia gigantea,
Dalophia longicauda,
Dalophia luluae,
Dalophia pistillum,Pestle-Tailed Worm Lizard
Darevskia alpina,
Darevskia armeniaca,G: Armenische Eidechse
Darevskia bendimahiensis,
Darevskia bithynica,"G: Grusinische Eidechse, Kielschwanz-Felseidechse"
Darevskia brauneri,
Darevskia caspica,
Darevskia caucasica,G: Kaukasus-Eidechse
Darevskia chlorogaster,Greenbelly Lizard
Darevskia clarkorum,G: Clarks Felseneidechse
Darevskia daghestanica,
Darevskia dahli,G: Dahls Felseneidechse
Darevskia defilippii,Elburs Lizard
Darevskia derjugini,G: Artwiner Eidechse
Darevskia kamii,
Darevskia kopetdaghica,
Darevskia lindholmi,
Darevskia mixta,G: Bastardeidechse
Darevskia parvula,"E: Red-bellied lizard
G: Rotbauch-Eidechse"
Darevskia pontica,"G: Kaukasische Wieseneidechse
E: Meadow Lizard"
Darevskia portschinskii,"G: Kuriner Eidechse, Kura-Felseidechse"
Darevskia praticola,"G: Kaukasische Wieseneidechse
E: Meadow Lizard"
Darevskia raddei,"G: Aserbaidschanische Eidechse
E: Azerbaidzhan Lizard"
Darevskia rostombekowi,G: Rostombekovs Felseneidechse
Darevskia rudis,"G: Grusinische Eidechse, Kielschwanz-Felseidechse"
Darevskia sapphirina,
Darevskia saxicola,G: Felseneidechse
Darevskia schaekeli,
Darevskia steineri,Steiner's lizard
Darevskia unisexualis,G: Weissbauch-Felseneidechse
Darevskia uzzelli,G: Uzzells Felseneidechse
Darevskia valentini,"E: Caucasian Rock Lizard, Valentin's Lizard
G: Valentins Felseneidechse"
Dasia griffini,"E: Griffin's Dasia
G: Griffins Baumskink"
Dasia grisea,"E: Gray Dasia, Big Tree Skink, Gray Tree skink
G: Grosser Baumskink"
Dasia haliana,"E: Ceylonese Dasia
G: Ceylon-Baumskink"
Dasia johnsinghi,Barred tree skink
Dasia nicobarensis,"G: Nikobaren-Baumskink
E: Nicobar Tree Skink, Nicobar Dasia"
Dasia olivacea,"E: Olive Dasia, Olive Tree Skink
G: Olivfarbener Baumskink"
Dasia semicincta,"E: Peters' Dasia
G: Halbgebänderter Baumskink"
Dasia subcaerulea,"E: Boulenger’s tree skink, Boulenger's Dasia
G: Südindischer Baumskink"
Dasia vittata,"E: Borneo Skink, Striped Tree Skink
G: Gestreifter Baumskink, Borneo-Baumskink"
Dasia vyneri,Shelford's Skink
Dasypeltis abyssina,"E: Ethiopian egg eater
G: Äthiopische Eierschlange"
Dasypeltis atra,"E: African Egg-eating Snake, Montane Egg-eater
G: Schwarze Eierschlange, (Rote) Hochland-Eierschlange"
Dasypeltis bazi,"E: Egyptian egg-eating snake, Baz’ egg-eating snake"
Dasypeltis confusa,"E: Confusing Egg Eater
G: Westafrikanische Eierschlange"
Dasypeltis fasciata,"E: Central African Egg-eating Snake, Western Forest Eggeater
G: Gestreifte Eierschlange, Westafrikanische Eierschlange, Wald-Eierschlange"
Dasypeltis gansi,"E: Gans’ Egg Eater
G: Westafrikanische Eierschlange, Gelbbraune Eierschlange"
Dasypeltis inornata,"E: Southern Brown Egg Eater
G: Südafrikanische Eierschlange oder Braune Eierschlange"
Dasypeltis latericia,G: Braunflecken-Eierschlange
Dasypeltis medici,"E: East African Egg Eater
G: Ostafrikanische Eierschlange (lamuensis: Östliche O.E.)"
Dasypeltis palmarum,"E: Palm Egg Eater
G: Palmen-Eierschlange"
Dasypeltis parascabra,
Dasypeltis sahelensis,Sahel Egg Eater
Dasypeltis scabra,"E: Common Egg Eater, Rhombic Egg Eater
G: Gewöhnliche afrikanische Eierschlange
loveridgei: Zwerg-Eierschlange"
Deinagkistrodon acutus,"E: Chinese Moccasin, Hundred-pace viper, five-pacer viper
G: Chinesischer Kupferkopf, Chinesische Nasenotter"
Deirochelys reticularia,"Chicken Turtle
reticularia: Eastern Chicken Turtle
chrysea: Florida Chicken Turtle
miaria: Western Chicken Turtle
G: Langhals-Schmuckschildkröte"
Delma australis,Marble-faced Delma
Delma borea,Rusty-topped Delma
Delma butleri,"Unbanded Delma, Butler's Legless Lizard, Spinifex Snake-lizard"
Delma concinna,Javelin Lizard
Delma desmosa,Desert Delma
Delma elegans,Pilbara Delma
Delma fraseri,"E: Fraser's Delma
G: Frasers Flossenfuß"
Delma grayii,"Side-barred Delma, Gray's Legless Lizard"
Delma haroldi,"Unbanded Delma, Butler's Legless Lizard, Spinifex Snake-lizard"
Delma hebesa,Heath Delma
Delma impar,"Many-lined Delma, Striped Legless lizard"
Delma inornata,Patternless Delma
Delma labialis,Single-striped Delma
Delma mitella,Atherton Delma
Delma molleri,Gulfs Delma
Delma nasuta,"Sharp-snouted Delma, Sharp-snouted Legless Lizard"
Delma pax,Peace Delma
Delma petersoni,Painted Delma
Delma plebeia,Leaden Delma
Delma tealei,North West Cape Delma
Delma tincta,Excitable Delma
Delma torquata,Adorned Delma
Demansia angusticeps,
Demansia calodera,Black-necked Whipsnake
Demansia flagellatio,
Demansia olivacea,"Olive Whipsnake, Marble-headed Whip Snake"
Demansia papuensis,Papuan whip snake
Demansia psammophis,"Yellow-faced Whipsnake, Yellow-Faced Whip Snake"
Demansia quaesitor,
Demansia reticulata,"Yellow-faced Whipsnake, Yellow-Faced Whip Snake"
Demansia rimicola,
Demansia rufescens,Rufous Whipsnake
Demansia shinei,
Demansia simplex,Grey Whipsnake
Demansia torquata,"Collared Whipsnake, Collared Whip Snake"
Demansia vestigiata,Black whip snake
Dendragama australis,
Dendragama boulengeri,Boulenger's Tree Agama
Dendragama dioidema,
Dendrelaphis andamanensis,"E: Andaman Bronze-back
G: Andamanen-Bronzenatter"
Dendrelaphis ashoki,Ashok’s bronzeback tree snake
Dendrelaphis bifrenalis,Boulenger's Bronzeback
Dendrelaphis biloreatus,Gore's Bronzeback
Dendrelaphis calligaster,"E: Green treesnake, Nothern Tree Snake
G: Nördliche Bronzenatter"
Dendrelaphis caudolineatus,"E: Gray Bronzeback, Striped Bronzeback
G: Gestreifte Bronzenatter"
Dendrelaphis caudolineolatus,
Dendrelaphis chairecacos,
Dendrelaphis cyanochloris,"E: Wall's Bronzeback
G: Blaue Bronzenatter"
Dendrelaphis flavescens,"E: Sulu Bronzeback
G: Sulu-Bronzenatter"
Dendrelaphis formosus,"E: Elegant Bronzeback
G: Elegante Bronzenatter"
Dendrelaphis fuliginosus,
Dendrelaphis gastrostictus,Montane treesnake
Dendrelaphis girii,
Dendrelaphis grandoculis,"Large-eyed Bronzeback, Southern Bronzeback"
Dendrelaphis grismeri,
Dendrelaphis haasi,Haas’s Bronzeback snake
Dendrelaphis hollinrakei,
Dendrelaphis humayuni,Tiwar's Bronzeback
Dendrelaphis inornatus,"Lesser Sundas Bronzeback (inornatus: Western ..., timoriensis: Eastern ...)"
Dendrelaphis keiensis,"E: Kei treesnake
G: Kei-Bronzenatter"
Dendrelaphis kopsteini,E: Kopstein’s Bronzeback Snake
Dendrelaphis levitoni,
Dendrelaphis lineolatus,
Dendrelaphis lorentzii,Lorentz River treesnake
Dendrelaphis luzonensis,
Dendrelaphis macrops,
Dendrelaphis marenae,Maren’s Bronzeback
Dendrelaphis modestus,"E: Gray Bronzeback, Striped Bronzeback
G: Gestreifte Bronzenatter"
Dendrelaphis ngansonensis,Nganson Bronzeback
Dendrelaphis nigroserratus,Saw-tooth-necked Bronzeback
Dendrelaphis oliveri,Oliver's Bronzeback
Dendrelaphis papuensis,Papuan treesnake
Dendrelaphis philippinensis,
Dendrelaphis pictus,"E: Common Bronze-back, Painted Bronzeback, Indonesian Bronze-back
G: Gefleckte Bronzenatter, Gemeine Bronzenatter"
Dendrelaphis punctulatus,"E: Green Tree Snake, Common Tree Snake
G: Bronzenatter"
Dendrelaphis schokari,
Dendrelaphis sinharajensis,"Sinhala: Sinharaja haldanda
Tamil: Sinharaja komberi muken
E: Sinharaja tree snake"
Dendrelaphis striatus,"E: Banded Bronzeback
G: Gebänderte Bronzenatter"
Dendrelaphis striolatus,
Dendrelaphis subocularis,"E: Mountain Bronzeback, Burmese Bronzeback
G: Birmesische Bronzenatter"
Dendrelaphis terrificus,E: Terrific Bronzeback
Dendrelaphis tristis,"E: Daudin's Bronzeback, Common Bronzeback Tree Snake
G: Baum-Bronzenatter"
Dendrelaphis underwoodi,Underwood’s Bronzeback snake
Dendrelaphis walli,
Dendroaspis angusticeps,"E: Green Mamba
G: Blattgrüne Mamba, Gewöhnliche Mamba"
Dendroaspis jamesoni,"E: Jameson’s (Green) Mamba
G: Jameson-Mamba"
Dendroaspis polylepis,"E: Black Mamba
G: Schwarze Mamba"
Dendroaspis viridis,"E: Western Green Mamba
G: Grüne Mamba"
Dendrolycus elapoides,Cameroon Rainforest Snake
Dendrophidion apharocybe,
Dendrophidion atlantica,Atlantic Forest Racer
Dendrophidion bivittatus,Forest Racer
Dendrophidion boshelli,Hoshell's Forest Racer
Dendrophidion brunneum,Günther's Forest Racer
Dendrophidion clarkii,E: Clark's Forest Racer
Dendrophidion crybelum,
Dendrophidion dendrophis,Olive Forest Racer
Dendrophidion graciliverpa,
Dendrophidion nuchale,"E: Peters' Forest Racer
S: Culebra terrestre"
Dendrophidion paucicarinatum,Cope's Forest Racer
Dendrophidion percarinatum,"E: South American Forest Racer
G: Gekielte Waldnatter"
Dendrophidion prolixum,
Dendrophidion rufiterminorum,
Dendrophidion vinitor,Barred Forest Racer
Denisonia devisi,"De Vis's Banded Snake, De Vis Banded Snake"
Denisonia maculata,Ornamental Snake
Dermatemys mawii,"E: Central American River Turtle
G: Tabasco-Schildkröte"
Dermochelys coriacea,"E: Leatherback Sea Turtle
G: Lederschildkröte"
Diadophis punctatus,"E: arnyi : Ringneck Snake
acricus: Key Ringneck Snake
amabilis:  Pacific Ringneck Snake
anthonyi: 
arnyi: Prairie Ringneck Snake
dugesii: 
edwardsii: Northern Ringneck Snake
modestus: San Bernardino Ringneck Snake
occidentalis: Northwestern Ringneck Snake
pulchellus:  Coralbelly Ringneck Snake
punctatus: Southern Ringneck Snake
regalis: Regal Ringneck Snake
similis: San Diego Ringneck Snake
stictogenys: Mississippi Ringneck Snake
vandenburgii: Monterey Ringneck Snake
G: Halsbandnatter, Ringhalsnatter"
Diaphorolepis laevis,Colombian Frog-eating Snake
Diaphorolepis wagneri,Ecuador Frog-eating Snake
Dibamus alfredi,"E: Alfred's Blind Skink, Alfred's Dibamid Lizard
G: Alfreds Schlangenschleiche"
Dibamus bogadeki,
Dibamus booliati,Boo Liat’s Blind Lizard
Dibamus bourreti,Bourret's Blind Skink
Dibamus celebensis,
Dibamus dalaiensis,
Dibamus deharvengi,
Dibamus dezwaani,
Dibamus floweri,E: Flower’s blind lizard
Dibamus greeri,Greer's Blind Skink
Dibamus ingeri,
Dibamus kondaoensis,
Dibamus leucurus,White Blind Skink
Dibamus montanus,Mountain Blind Skink
Dibamus nicobaricum,
Dibamus novaeguineae,
Dibamus seramensis,Seram  Blind Skink
Dibamus smithi,Smith's Blind Skink
Dibamus somsaki,"E: Somsak’s Dibamid Lizard
G: Somsaks Schlangenschleiche"
Dibamus taylori,Taylor's Blind Skink
Dibamus tebal,
Dibamus tiomanensis,Tioman Island Blidn Lizard
Dibamus vorisi,
Dicrodon guttulatum,Peru Desert Tegu
Dicrodon heterolepis,Ecuador Desert Tegu
Dicrodon holmbergi,Holmberg's Desert Tegu
Dierogekko baaba,
Dierogekko inexpectatus,Key New Caledonian Gecko
Dierogekko insularis,Key New Caledonian Gecko
Dierogekko kaalaensis,Key New Caledonian Gecko
Dierogekko koniambo,Key New Caledonian Gecko
Dierogekko nehoueensis,Key New Caledonian Gecko
Dierogekko poumensis,Key New Caledonian Gecko
Dierogekko thomaswhitei,Key New Caledonian Gecko
Dierogekko validiclavis,Key New Caledonian Gecko
Dieurostus dussumieri,"Kerala Mud Snake, Dussumier's Water Snake"
Dinarolacerta montenegrina,"E: Mosor Rock Lizard
G: Mosor-Gebirgseidechse"
Dinarolacerta mosorensis,"E: Prokletije rock lizard.
G: Mosoreidechse, Prokletije-Gebirgseidechse
Serbian: Prokletijski gušter"
Diplodactylus ameyi,Eastern Deserts Fat-tailed Gecko
Diplodactylus barraganae,Gulf Fat-tailed gecko
Diplodactylus bilybara,Western Fat-tailed Gecko
Diplodactylus calcicolus,South Coast Gecko
Diplodactylus capensis,Cape Range Stone Gecko
Diplodactylus conspicillatus,"Variable Fat-tailed Gecko, Burrow-plug Gecko"
Diplodactylus custos,Kimberley Fat-tailed gecko
Diplodactylus fulleri,Lake Disappointment Ground Gecko
Diplodactylus furcosus,"Ranges Stone Gecko, Forked  Gecko"
Diplodactylus galaxias,Northern Pilbara Beak-faced Gecko
Diplodactylus galeatus,Helmeted Gecko
Diplodactylus granariensis,"Western Stone Gecko, Wheat-belt Stone Gecko SA (granariensis) 
Giant Stone Gecko (rex)"
Diplodactylus hillii,Northern Fat-tailed gecko
Diplodactylus kenneallyi,Kenneally's Gecko
Diplodactylus klugei,
Diplodactylus laevis,Desert Fat-tailed Gecko
Diplodactylus lateroides,Speckled Stone Gecko
Diplodactylus mitchelli,Pilbara Stone Gecko
Diplodactylus nebulosus,
Diplodactylus ornatus,Ornate Stone Gecko
Diplodactylus platyurus,Eastern Fat-tailed gecko
Diplodactylus polyophthalmus,Spotted Sandplain Gecko
Diplodactylus pulcher,Fine-faced Gecko
Diplodactylus savagei,Yellow-spotted Pilbara Gecko
Diplodactylus tessellatus,Tesselated Gecko
Diplodactylus vittatus,"Eastern Stone Gecko, Wood Gecko, Stone Gecko"
Diplodactylus wiru,Desert Wood Gecko
Diploglossus atitlanensis,
Diploglossus bilobatus,O'Shaughnessy's Galliwasp
Diploglossus delasagra,Cuban Galliwasp
Diploglossus fasciatus,Banded Galliwasp
Diploglossus garridoi,CUBAN SMALL-EARED GALLIWASP
Diploglossus lessonae,Brazilian Galliwasp
Diploglossus microlepis,Small-lipped Galliwasp
Diploglossus millepunctatus,Dotted Galliwasp
Diploglossus monotropis,
Diploglossus montisilvestris,
Diploglossus montisserrati,Montserrat Galliwasp
Diploglossus nigropunctatus,
Diploglossus owenii,Owen's Galliwasp
Diploglossus pleii,"Puerto Rican Galliwasp

Spanish: Culebra de cuatro patas"
Diplolaemus bibronii,Bibron's Iguana
Diplolaemus darwinii,Darwin's Iguana
Diplolaemus leopardinus,Leopard Iguana
Diplolaemus sexcinctus,
Diplometopon zarudnyi,Zarudnyi s Worm Lizard
Diporiphora adductus,Carnarvon Dragon
Diporiphora albilabris,"Tar tar lizard, White-lipped Two-line Dragon"
Diporiphora ameliae,
Diporiphora amphiboluroides,Mulga Dragon
Diporiphora arnhemica,Arnhem Land Two-line Dragon
Diporiphora australis,Eastern two-line Dragon
Diporiphora bennettii,Robust Two-line Dragon
Diporiphora bilineata,"Northern Two-line Dragon, Two-Lined Dragon"
Diporiphora convergens,Crystal Creek Two-line Dragon
Diporiphora lalliae,Lally's Two-line Dragon
Diporiphora linga,Pink Two-line Dragon
Diporiphora magna,Yellow-sided Two-line Dragon
Diporiphora margaretae,
Diporiphora nobbi,"Nobbi Lashtail, Nobbi"
Diporiphora paraconvergens,Grey-striped Western Desert Dragon
Diporiphora phaeospinosa,
Diporiphora pindan,Pindan (Two-line) Dragon
Diporiphora reginae,Plain-backed Two-line Dragon
Diporiphora superba,Superb Two-line Dragon
Diporiphora valens,"Southern Pilbara Spinifex Dragon, Southern Pilbara Tree Dragon, Pilbara Two-line Dragon"
Diporiphora vescus,Northern Pilbara Tree Dragon
Diporiphora winneckei,Cane Grass (Two-line) Dragon
Dipsadoboa aulica,"Marbled Tree Snake, Cross-barred Snake"
Dipsadoboa brevirostris,
Dipsadoboa duchesnii,
Dipsadoboa flavida,broadleyi: Cross-barred Tree Snake
Dipsadoboa shrevei,Shreve's (Nocturnal) Tree Snake
Dipsadoboa underwoodi,
Dipsadoboa unicolor,Günther's Green Tree Snake
Dipsadoboa viridis,
Dipsadoboa weileri,
Dipsadoboa werneri,Werner's Green Tree Snake
Dipsas albifrons,Sauvage's Snail-eater
Dipsas alternans,Jan's Snail-eater
Dipsas andiana,
Dipsas articulata,American Snail-eater
Dipsas baliomelas,
Dipsas bicolor,Two-colored Snail-eater
Dipsas brevifacies,"Short-faced snail eater, Snail-eating Thirst Snake"
Dipsas bucephala,Neotropical Snail-eater
Dipsas catesbyi,Catesby's Snail-eater
Dipsas chaparensis,
Dipsas cisticeps,Neotropical Snail-eater
Dipsas copei,
Dipsas elegans,S: Caracolera subtropical
Dipsas ellipsifera,
Dipsas gaigeae,Gaige's Thirst Snail-eater
Dipsas gracilis,Graceful Snail-eater
Dipsas incerta,Jan's Snail-eater
Dipsas indica,Neotropical Snail-eater
Dipsas maxillaris,Werner's Thirst Snake
Dipsas nicholsi,
Dipsas oreas,Ecuador Snail-eater
Dipsas pakaraima,
Dipsas pavonina,Northern Snail-eater
Dipsas peruana,"Peru Snail-eater
Many-scaled Snail-eater (polylepis)
Striped Snail-eater (latifasciata)
Venezuela Snail-eater (latifrontalis)
Boettger's Snail-eater (boettgeri)"
Dipsas praeornata,
Dipsas pratti,Pratt's Snail-eater
Dipsas sanctijoannis,Tropical Snail-eater
Dipsas sazimai,
Dipsas schunkii,Schunk's Snail-eater
Dipsas temporalis,"E: Temporal Snail-eater
S: Caracolera Tropical de bandas rojizas"
Dipsas tenuissima,"E: Taylor's Snail-eater
G: Taylors Schneckennatter"
Dipsas trinitatis,Trinidad Snail-eater
Dipsas variegata,Variegated Snail-eater
Dipsas vermiculata,Vermiculate Snail-eater
Dipsas viguieri,Bocourt's Snail-eater
Dipsina multimaculata,"Dwarf Beaked Snake, Western Beaked Snake"
Dipsosaurus catalinensis,(Santa) Catalina Desert Iguana
Dipsosaurus dorsalis,"Desert Iguana
dorsalis: Western Desert Iguana, Northern Desert Iguana
sonoriensis: Sonoran Desert Iguana"
Dispholidus typus,"E: Boomslang
G: Grüne Boomslang"
Ditaxodon taeniatus,Hensel's Snake
Ditypophis vivax,Günther's Racer
Dixonius aaronbaueri,"E: Bauer’s leaf-toed gecko
Vietnamese: Than lan chan la a-ron-bau-o."
Dixonius hangseesom,
Dixonius kaweesaki,"Thai: Djing-djok din Sam Roi Yot
E: Sam Roi Yot leaf-toed gecko
F: Dixonius de Sam Roï Yot
G: Samroiyot Blattfingergecko"
Dixonius melanostictus,"E: Black-spotted Leaf-toed Gecko
G: Schwarzflecken-Blattfingergecko"
Dixonius minhlei,
Dixonius siamensis,"E: Siamese Leaf-toed Gecko
G: Siam-Blattfingergecko"
Dixonius taoi,
Dixonius vietnamensis,
Djokoiskandarus annulata,"Trans-Fly Mangrove Snake, Banded watersnake"
Dogania subplana,"E: Malayan Soft-shelled Turtle
G: Malayische Weichschildkröte"
Dolichophis caspius,"G: Balkan-Springnatter, Kaspische Pfeilnatter"
Dolichophis cypriensis,G: Zypern-Schlanknatter
Dolichophis jugularis,"E: Large Whip Snake
G: Pfeilnatter, Jochnatter"
Dolichophis schmidti,"G: Schmidts Pfeilnatter, Rote Springnatter"
Dopasia buettikoferi,Buettikofer's Glass Lizard
Dopasia gracilis,"E: Burmese Glass Lizard, Asian Glass Lizard, Indian glass snake
G: Asiatische Glasschleiche, Zierliche Glasschleiche"
Dopasia hainanensis,Hainan Glass Lizard
Dopasia harti,Hart's Glass Lizard
Dopasia ludovici,Ludovic’s Glass Lizard
Dopasia sokolovi,Sokolov’s Glass Lizard
Dopasia wegneri,Wegner's Glass Lizard
Dracaena guianensis,"Northern Caiman Lizard, Guyana Caiman Lizard"
Dracaena paraguayensis,Paraguay Caiman Lizard
Draco abbreviatus,"E: Singapore Flying Dragon
G: Singapur-Flugdrache"
Draco beccarii,
Draco biaro,Lazell’s Flying Dragon
Draco bimaculatus,Two-spotted Flying Lizard
Draco blanfordii,"E: Blanford’s Flying Lizard
G: Blanfords Flugdrache"
Draco boschmai,
Draco caerulhians,
Draco cornutus,
Draco cristatellus,"E: Crested Flying Dragon
G: Leisten-Flugdrache"
Draco cyanopterus,
Draco dussumieri,"Western Ghats Flying Lizard, Southern Flying Lizard"
Draco fimbriatus,"E: Fringed Flying Dragon, Crested Gliding Lizard
G: Fransen-Flugdrache"
Draco formosus,"E: Dusky Gliding Lizard
G: Rotlappen-Flugdrache"
Draco guentheri,Guenther's Flying Lizard
Draco haematopogon,"E: Red-bearded Flying Dragon, Yellow-bearded Gliding Lizard
G: Rotbart-Flugdrache"
Draco indochinensis,E: Indochinese Flying (or Gliding) Lizard
